Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
46	1.2209282	2.985587	10.337769	-4.265684	3.62	6.2526474	31.0	0.0	300.0	38279.0	0.02714822695035461	0.592138	0.92651427	3.980478	-3.0874994	1.1759553	1.7360922	17.621021	-4.27181	3.3684109e-09	-0.008294063	3.0517577e-09	-0.011849271	0.7308316	-0.22450215	5.3228364	-2.0292432	2.2125134	0.021334171	2.3154473	0.0	1.6761843	0.008757494	1410000	4033.5087497234344
47	1.0423858	3.0758023	10.050993	-4.4472547	3.75	6.633815	39.0	0.0	300.0	38654.0	0.026843055555555554	0.5031068	0.9057265	4.0693293	-2.9636347	1.0576441	1.3530217	14.853165	-2.5365274	-1.0825846e-09	-0.0067153047	2.5431315e-10	-0.008773531	0.7172369	-0.21246791	4.789087	-1.7585852	2.2338476	0.021124601	2.8657281	0.0	1.6776475	0.008574665	1440000	4120.604873657227
48	1.2791117	3.0869286	9.256517	-4.350246	3.72	8.257215	63.0	0.0	300.0	39026.0	0.02654829931972789	0.47128952	0.8999526	3.6610484	-2.7326717	1.0943557	1.6179737	14.887109	-1.7074981	0.0	-0.0076987566	0.0	-0.010359737	0.859608	-0.24482352	6.077879	-2.5078206	2.2549722	0.020935297	2.4399924	0.0	1.6815431	0.007940668	1470000	4204.512434005737
49	1.9172885	3.267936	11.049991	-4.1829515	4.75	7.2668767	40.0	0.0	300.0	39501.0	0.026334	0.6194481	0.9114276	4.0325804	-2.4442058	1.26267	1.8351923	18.638227	-2.891079	-1.2421018e-09	-0.009054448	0.0	-0.012926443	0.86100686	-0.28849185	5.5094147	-2.4254456	2.2759075	0.021238804	2.0343564	0.0	1.6852963	0.008875629	1500000	4292.912303209305
50	1.4560978	3.4790392	11.555725	-4.162633	5.22	9.169056	53.0	0.0	300.0	40023.0	0.026158823529411766	0.6528184	0.9956116	3.9837027	-2.4893403	1.3700143	1.8059602	18.01261	-4.481003	1.3003034e-08	-0.010564668	1.93278e-08	-0.014888051	0.7625488	-0.3089659	7.5192595	-3.8997743	2.2971463	0.021743774	1.7646472	0.0	1.6930401	0.008427759	1530000	4382.196426868439
51	1.7443123	3.349735	9.711027	-4.6762657	2.56	4.656866	26.0	0.0	300.0	40279.0	0.025819871794871795	0.626719	0.9567284	3.9218266	-2.8851085	1.408419	1.8958364	17.382193	-2.7523243	-2.2548479e-08	-0.008541581	-3.051758e-08	-0.012027753	0.8421626	-0.27476346	4.2244544	-2.421547	2.31889	0.021003246	2.376836	0.0	1.6960764	0.008642424	1560000	4467.223720550537
52	1.615714	2.9756987	13.622591	-3.5810683	5.42	10.01317	66.0	0.0	300.0	40821.0	0.025673584905660376	0.61328274	0.91711366	3.6379979	-2.8652842	1.0312978	1.222476	14.145823	-3.9390743	1.9598597e-08	-0.0077800374	2.7974446e-08	-0.011352402	0.6227212	-0.21086615	7.9207344	-3.6051202	2.3398933	0.021662474	2.0166793	1.0	1.7063528	0.00608893	1590000	4551.529231071472
53	1.0892909	3.324016	11.700112	-5.1095605	4.34	6.9845824	32.0	0.0	300.0	41255.0	0.02546604938271605	0.54031616	0.88516015	3.3388271	-2.1616678	1.2120742	1.8794596	15.640716	-2.1847582	-7.919198e-09	-0.009962752	-6.1035155e-09	-0.014035436	0.7083082	-0.26573426	4.956077	-2.5675087	2.3615558	0.021781206	2.1202497	0.0	1.7301588	0.008862215	1620000	4635.440930366516
54	0.9633562	2.7963862	7.127506	-4.5604157	2.63	5.1897106	26.0	0.0	300.0	41518.0	0.025162424242424243	0.5214775	0.92307216	3.518808	-3.054365	1.1313422	1.5451711	14.636854	-1.5122521	4.6703414e-09	-0.007427003	4.0690105e-09	-0.010516329	0.61207664	-0.2234672	3.583054	-1.5598583	2.383337	0.021094799	2.656421	0.0	1.7448115	0.008459566	1650000	4719.587265253067
55	1.2988855	2.9909246	9.7160225	-4.537455	4.13	7.930517	60.0	0.0	300.0	41931.0	0.024958928571428573	0.5186575	0.9360308	3.4647741	-2.781638	1.0606364	1.5171348	13.019557	-2.136118	5.976049e-10	-0.010635604	0.0	-0.014062748	0.712431	-0.24218139	6.936371	-3.0303807	2.4044318	0.021199465	1.9045238	0.0	1.7484424	0.008757805	1680000	4803.805434465408
56	0.736355	2.890896	8.74175	-3.7457588	2.98	5.7705803	29.0	0.0	300.0	42229.0	0.024695321637426902	0.49760482	0.8946849	3.691838	-2.7354918	1.0539073	1.4846721	14.519401	-2.0510244	-1.1878133e-09	-0.0064565274	0.0	-0.008835222	0.6703884	-0.24181661	3.5950236	-1.7774122	2.4256313	0.020753384	2.9402285	0.0	1.7612168	0.008217289	1710000	4891.845018148422
